valuationdate,revenues,ebit,depreciation,capex,ncwc,bv,y
30/09/2017,17724.07,1661.769,768.726,779.891,1871.62,9437.333,33074.14915
31/12/2020,277308.818,24221.585,12106.935,5005.571,33514.699,74275.693,397197.2469
30/06/2011,331817.7,16955.71076,4298.0,4277.5,17555.6,67985.7,174239.0
30/09/2017,1741.11,725.989,557.843,325.151,168.399,3373.779,14628.01804
30/09/2019,91506.227,13942.149,5934.419,3652.971,20262.933,72871.758,495360.2688
31/12/2017,120024.638,22599.859,2063.357,5523.972,-4135.388,45916.071,504357.0805
31/03/2011,374348.9,11892.0,7397.9,8920.6,11738.0,44976.6,129728.0
30/06/2020,955298.0,48354.2,20260.3,19156.4,554.208,129191.9,892260.281
31/12/2010,90101.3,7402.45866,4636.1,4219.9,18213.95581,34078.1,142117.2
31/03/2010,276614.3,18386.03164,9775.0,13601.3,40465.26539,71882.9,237590.503
31/12/2009,471400.2,42229.99071,16629.3,13667.6,76445.8,130002.8,604885.936
31/12/2018,14209.90062,2598.990823,1374.7,733.31,544.2391938,4904.19,10515.32646
30/09/2017,162600.175,7194.913,3075.212,5405.599,16724.876,41356.179,165836.4834
31/03/2018,344807.1998,117027.5636,54474.69,47294.18,6206.529596,174184.143,889602.5754
31/12/2015,14808.613,3478.228534,35.618,1236.933,3636.365,16845.682,81887.511
31/12/2017,15119.144,2622.704,1448.411,492.847,656.868,-295.09,15306.97154
30/09/2015,127254.349,22002.35911,2078.247,7233.978,33713.523,103231.306,477412.5004
30/06/2010,83643.3,7573.25738,7053.8,3347.2,19027.45464,40402.7,105928.8
31/03/2015,19815.48,1472.626977,0.06,1106.999,3020.094,2760.27,16682.96401
31/12/2009,474988.9,77400.14962,20239.2,25027.8,497069.9,205573.3,935790.3
31/03/2016,159524.7,30012.29301,6174.675,8975.539,13094.097,26394.77,231310.815
30/09/2009,34806.3,1538.39134,1048.2,837.2,5922.9,10341.3,22536.7
30/06/2014,61432.787,15754.84724,6132.921,12218.756,7610.227,46589.99,112474.8358
31/12/2019,23986.202,5539.507,710.626,1739.538,3984.315,27652.307,110775.8013
30/09/2019,155710.747,48154.495,8838.803,4973.485,11182.857,97585.942,1428582.401
30/09/2015,19710.21,610.1214709,729.738,990.818,2212.702,13586.226,27037.46465
31/12/2019,133471.326,-13355.545,8304.219,5397.777,17533.18,120389.395,978083.3711
31/12/2018,110983.745,23051.32383,3829.68,4791.93,-2841.183872,40033.792,504976.0397
31/03/2016,109917.453,20632.59942,2831.414,4098.938,17271.614,93757.263,326454.8354
31/12/2012,590590.4,88061.98981,24261.6,27209.1,490279.1,309544.5,1133589.5
30/09/2014,206261.504,11331.33156,275.628,5449.872,21125.807,50725.158,146891.1699
30/09/2011,4643.7,726.4,217.1,170.7,579.6,2986.9,8615.0
30/09/2013,33127.699,3168.636094,348.659,565.98,4311.409,12080.903,33667.32127
30/06/2014,26186.355,2036.404986,39.317,792.559,2728.843,4219.37,31779.54748
31/12/2010,83027.6,10244.7136,4786.8,5269.0,23750.4143,40033.3,150726.8
30/09/2017,147850.638,25903.639,8737.648,7022.072,33894.763,132482.638,708587.2702
30/09/2011,108201.1,19746.39747,5040.8,7781.7,60127.9,104481.3,422802.7
30/09/2019,4301.532,-36.258,131.142,73.872,744.369,1333.79,3932.625247
30/09/2017,66932.724,10602.187,4543.655,2829.548,15482.166,52934.878,331107.1095
31/03/2010,129167.8,9314.78056,3628.7,2992.6,9983.2,42716.9,130116.4
30/06/2020,36398.1,4165.013,1905.324,980.395,4220.425,16089.3,42485.37129
31/03/2019,245318.635,56422.868,17836.549,40985.967,16420.274,272387.753,1658046.093
30/09/2011,465927.0,42304.52103,10617.4,14839.9,58480.8,157198.5,504724.0
30/09/2009,37421.5,5457.54074,2704.1,2397.3,2240.0,19390.7,70073.2
30/06/2010,32886.0,4789.94426,1540.5,1190.0,3513.367319,9527.6,39817.8
30/06/2011,127678.4,11432.9,5264.7,9719.1,3229.9,57464.1,251019.3
30/06/2016,310224.1,99120.55651,49677.1,43168.1,15851.93,357493.9,747640.081
30/06/2018,159388.6241,21358.07563,4805.97,4682.78,35432.09114,71644.983,318777.2482
30/06/2011,183462.5,57922.28323,13470.1,21296.5,48695.3,182655.8,453425.3
30/09/2010,420101.1,36019.88913,9401.7,12167.8,48159.99602,126447.9,455566.3
30/06/2009,53176.6,5519.57197,2452.1,4101.6,5714.2,20532.6,62887.6
31/12/2020,153879.795,-11780.138,12958.37,5482.681,20213.916,121820.24,1344053.927
31/03/2011,176200.2,40107.26946,18402.4,19933.6,87781.7,154253.4,362328.1
31/03/2016,12953.235,2509.86915,703.708,273.715,2735.917,13654.513,58548.6222
31/03/2013,67612.454,27601.89889,124.0,1559.225,10827.079,7775.283,309044.3
30/06/2014,210410.22,7132.360376,2224.367,5484.95,1811.568,14596.89,116825.7334
30/09/2009,150123.7,26095.85989,5256.8,5963.8,17316.4,77484.0,336975.1
30/09/2010,211341.9,15152.87882,8825.8,7564.3,61660.0632,84971.2,337332.3
30/09/2019,149199.957,4193.634,606.103,1761.04,10806.323,10649.649,89413.17526
30/06/2016,149865.55,10193.99963,1602.205,3744.946,17630.842,15258.369,155860.172
31/03/2009,379146.0,13833.7,7310.0,10789.9,10267.6,47280.1,202894.8
31/12/2010,171078.3,31316.64377,28751.2,24636.9,-3382.502966,107065.8,398919.7
31/12/2010,44508.8,4317.13592,1336.6,1095.2,13108.6,19833.7,55887.7
31/12/2016,124292.8,38194.84989,15743.35,14220.881,3543.155,57112.88,476041.424
30/06/2016,985.045,341.7916469,84.57,111.038,177.5,2426.84,6619.5024
30/09/2012,71336.8,11094.71895,5171.9,5028.1,10736.2,41722.9,173688.7
30/06/2012,33189.5,4539.61393,1943.8,5684.2,8966.4,32085.0,103460.1
30/09/2014,70601.572,7836.368821,156.699,2875.565,15016.579,31576.441,135977.2903
30/06/2020,716.7,28.113,39.878,18.441,2157.322,1832.4,4883.921527
31/12/2020,278587.535,75101.094,27422.797,13944.374,73061.316,206977.007,1547441.856
31/03/2015,50243.228,23687.34856,4611.991,11032.423,2006.328,51126.84,166092.2062
31/12/2011,182047.1,57071.37855,7740.8,5009.6,95628.5,168251.5,559662.148
31/12/2017,344885.741,-1950.446,25240.4,40326.661,-7112.166,82531.655,421325.1483
30/06/2012,513518.7,111765.2191,46977.0,99785.3,22640.1,356306.0,644705.5
31/12/2017,32092.86,3618.079,1156.497,1763.099,6505.099,9958.679,56463.97852
31/03/2012,106605.3,9993.53749,3428.6,4426.9,15573.8,25482.8,121102.1
30/09/2010,56821.3,3626.23856,5037.2,5508.5,10793.57128,42336.0,176676.9
31/12/2016,140416.613,18799.4586,6631.537,8884.22,29385.828,65579.867,339808.2035
30/09/2014,52829.9,4748.899078,18.715,314.883,52774.297,25127.443,84582.28609
31/12/2018,403917.4859,41926.63504,10952.94,10725.53,136281.7598,99867.923,743208.1741
31/12/2013,157710.787,11860.75745,396.864,6321.622,15596.388,35993.711,136041.0651
30/06/2011,2779.7,3587.8,530.7,475.0,1658.9,16220.6,39274.3
31/12/2009,72074.9,5369.77666,3737.4,4300.8,10087.6,35723.9,75831.0
31/03/2009,790552.9,180836.4049,128993.5,124796.9,22258.5,537162.8,1550109.9
30/06/2016,269200.78,90103.58489,22099.234,65006.839,17880.883,216563.88,869518.5194
30/06/2011,16907.0,2467.01575,941.9,429.5,1328.5,8039.6,22170.8
31/12/2015,422257.63,38155.23024,623.09,11158.633,116580.571,158995.802,667020.6318
31/12/2018,64470.88307,6821.019429,1699.89,1692.04,16536.78151,25724.414,107021.6659
30/06/2019,53727.862,4615.79,1565.918,689.32,6222.872,16177.89,74652.00958
31/03/2018,88409.2462,25842.02266,17372.13,18869.07,1396.86609,47187.76,187427.6019
30/09/2020,72140.424,8705.771,11736.741,13356.086,11304.364,73031.712,582768.8962
30/09/2019,111054.95,11326.074,644.964,910.125,81159.435,54747.847,134482.3497
31/12/2020,75627.101,19143.356,4428.139,2075.75,11882.335,39194.21,157365.1432
30/06/2010,164493.7,28798.27583,14710.0,25075.0,50036.60949,156785.9,468409.1
30/09/2010,150573.6,23112.53325,6802.4,5342.9,21555.66138,122935.0,304698.5
30/09/2012,24887.7,2349.12651,223.2,250.3,31230.2,16895.0,54401.4
31/03/2015,41827.0,4675.829692,39.5,230.61,9094.413,16070.639,122006.4304
30/06/2016,17314.27,2692.751537,148.65,0.268,-81.5,13697.34,21642.8375
30/06/2012,25738.1,3134.7,3417.4,8877.2,5159.4,30135.9,67897.8
30/09/2013,202135.712,32030.23459,466.439,7835.62,24721.315,89811.207,506057.8775
30/09/2014,202413.521,32484.61618,327.475,7977.315,22929.007,94271.205,539055.2404
31/12/2018,112998.1815,17266.12213,3150.5,5578.4,25650.5872,111322.2,186446.9995
30/06/2012,76581.8,7373.07136,3538.0,3834.6,11148.2,22358.8,82588.2
30/06/2009,20880.0,1435.16787,1978.2,850.4,754.4,6157.6,28613.5
31/12/2011,86363.9,15307.0,9476.8,15024.5,11146.8,68191.8,195288.2
31/03/2011,585148.7,133055.7216,92615.9,88495.7,22145.9,502749.1,1082630.1
31/12/2017,382043.187,36997.794,9853.802,10362.896,105865.709,95003.938,797917.5171
31/12/2018,145271.7723,20730.2819,7584.32,7889.71,26468.51691,72193.307,344294.1003
30/09/2017,174265.001,29036.013,6572.149,7705.022,18236.413,82828.445,574850.9053
31/12/2015,463995.384,86264.20772,1997.496,20937.96,23040.71,228447.748,817725.2571
30/06/2015,25273.9,1925.819094,36.5,765.06,2524.194,4854.99,27231.77508
31/03/2014,208803.345,50344.00424,4215.361,9404.772,25804.791,192949.052,1029892.888
31/03/2016,262463.269,70274.67531,15122.633,14530.257,25666.852,196021.385,1267697.589
30/09/2011,433900.8,22868.9,23335.5,17188.6,77961.0,181596.6,160712.1
30/06/2010,1672364.9,153113.9281,93234.2,178354.8,117796.9,800522.6,1652411.2
31/12/2013,62622.206,8776.019389,107.245,2022.847,16136.472,23543.701,139310.0739
31/12/2010,36167.5,5450.0358,3056.0,3595.1,5829.3,18155.3,95437.4
31/03/2020,42821.7,22935.8,5099.9,7004.2,708.1,49986.9,346853.3904
31/12/2011,294537.5,29914.79148,6998.9,8838.4,45231.5,89641.8,273355.3
30/06/2014,10997.343,3871.148286,2694.331,1831.193,3356.231,22185.639,28280.32708
30/06/2017,32737.862,3747.69,1193.899,495.893,4909.569,11271.028,65051.96806
31/03/2013,826131.4,48608.00717,5109.53,25058.59,36868.408,135466.6,592093.8776
31/03/2014,303060.376,101017.8719,44390.192,46851.851,-9143.225,146469.049,716789.6889
31/03/2016,344893.277,113439.028,53076.78,47952.328,-10097.092,166006.624,900171.453
31/03/2013,35106.677,4369.607258,6.67,239.187,8039.608,13703.174,85630.60803
30/09/2014,117958.123,38904.39627,8438.872,5794.821,25635.047,50670.708,318970.0376
30/06/2020,282366.5,114965.563,42741.92,99131.355,7259.436,323270.93,1232664.866
31/03/2019,218508.916,60880.211,16408.302,30851.753,37022.93,209067.38,1174623.062
31/03/2016,635531.954,38826.93976,12374.178,14205.888,50573.336,129995.81,629176.6345
31/12/2010,406983.7,103216.5842,31095.3,14916.3,155804.7189,456391.1,1216244.1
31/12/2015,120897.412,8394.832715,365.971,4815.398,12206.556,29724.306,94680.00554
30/06/2012,91684.4,6044.54585,2763.9,1556.1,12341.2,25327.8,41963.6
31/03/2020,120533.2,48779.08,16055.4,37541.9,10864.2,138319.5,498600.2573
30/06/2016,38624.836,5173.973342,1807.713,2089.223,7411.437,14137.523,78408.41708
31/03/2010,267255.2,63640.60181,45380.8,33438.7,15128.74717,121858.0,472390.9
31/12/2020,103261.18,1300.834,10387.743,12218.812,1760.025,54971.13,203713.8185
31/12/2016,126024.805,21349.40633,6450.271,4825.839,19540.724,116053.261,827982.9689
31/03/2018,103530.1893,10829.2578,2144.47,3673.71,21668.86862,27952.97,66259.32116
30/06/2015,25336.108,3147.108179,1112.999,834.171,3129.663,10530.117,59002.53942
30/09/2016,153144.663,42749.9912,8023.3,4697.671,-3244.541,97297.369,713654.1296
30/06/2014,1449.178,705.0948733,11.63,452.369,112.902,2021.397,6051.169255
30/09/2020,1660430.908,94569.949,15433.702,12302.424,-88522.617,263118.02,1132554.053
31/03/2019,6329.318,3295.147,952.706,2836.821,457.553,10185.245,55883.05109
31/03/2018,278202.7188,61176.77787,18016.27,18340.88,31353.44641,216337.814,1944637.005
31/03/2020,49818.9,4685.4,1445.358,379.516,10154.456,14416.8,251377.8125
30/06/2013,762402.018,78123.00182,9088.033,27687.098,68848.23,203473.91,534910.0926
30/09/2014,40372.683,3338.937112,51.162,1561.226,5808.917,13835.514,51638.0699
30/09/2012,119644.0,9454.98295,3889.4,5749.3,23046.0,41637.0,118365.8
31/03/2012,189646.6,38645.83661,19886.0,27523.6,81115.5,159548.5,408811.6
30/09/2009,199078.5,36009.11988,16820.5,39149.9,22141.8,134114.2,402365.6
30/09/2016,107414.23,4887.816947,1846.859,1647.476,16203.433,29040.394,73041.6764
31/03/2012,118550.3,38909.70383,4719.7,3828.8,360374.3,199929.8,383350.5
30/09/2011,19825.3,2078.30487,1103.6,870.6,7719.0,22302.9,37018.0
30/09/2013,155908.8,33808.14169,261.251,2282.802,-16716.461,191851.55,247126.7305
30/09/2019,237233.877,28409.265,6403.965,8556.119,15481.729,163011.362,545318.3054
31/03/2017,115573.1,43978.31,14149.6,33950.4,5884.704,110121.4,430936.3578
30/09/2018,105645.2151,10427.18273,2466.14,6030.12,21509.36579,58313.382,173258.1528
30/06/2012,280417.1,15368.17792,3873.0,4008.3,21638.7,63178.7,184123.5
31/03/2016,4860.197,591.8379885,520.829,553.933,802.051,5647.627,10255.01567
31/12/2014,121745.9,13867.13884,444.0,6949.8,28276.97,41892.946,186125.9795
31/03/2020,276817.247,58111.535,21379.783,38860.127,14964.247,317151.694,2259592.824
30/06/2019,123350.23,15686.096,5354.772,6540.44,12669.255,35990.45,196570.0368
31/12/2014,61827.284,7898.190327,129.516,1967.564,16708.02,24973.73,146763.4441
30/09/2019,233642.33,49466.106,1451.49,374.789,16427.526,200455.75,317907.8963
30/09/2017,91766.8,9271.987,424.497,484.848,72316.629,43920.59,136620.0894
30/06/2016,37033.324,9664.57308,4680.14,5618.487,10082.203,21500.186,86287.64492
31/03/2017,7389.224,3333.75,954.26,2560.371,730.696,9582.272,47850.16595
31/12/2010,41491.9,3477.44134,1861.0,955.7,2224.018347,23075.6,62314.0
31/12/2012,46825.9,5510.04808,1865.3,1343.1,1281.2,22942.2,57320.3
30/09/2010,4152.5,660.2,195.8,141.7,528.3,2727.1,7824.8
30/09/2020,180176.594,29789.479,11905.771,9284.852,45337.563,186421.284,1336705.1
31/03/2010,44995.2,6446.3,6731.0,11681.3,4662.4,44696.9,72272.8
30/09/2015,1068636.511,60550.77822,5113.157,7612.01,-36507.747,162664.736,639108.0208
30/06/2012,201947.9,18156.6,7342.8,17232.3,2676.8,80876.5,342564.7
31/12/2012,68811.0,11309.8,8438.1,18114.4,2534.3,60448.0,155367.5
30/06/2015,56211.016,14375.80527,5814.075,10098.416,7385.657,46335.807,89186.51756
30/06/2019,126508.94,26067.508,6286.943,7988.862,497.68,-6414.096,538734.5636
30/06/2017,1448.64,394.266,140.821,51.376,942.471,4222.977,10750.41595
30/06/2012,84716.5,6152.9,2682.0,5328.0,6323.0,27073.3,87354.3
31/12/2009,260766.4,57016.47956,11544.3,9327.5,70811.6,162661.7,778274.221
30/06/2009,476455.0,45397.63632,10880.9,11321.0,80678.5,170765.8,611310.513
30/09/2019,125122.01,21252.001,7191.061,942.671,-12095.946,105663.608,244377.9751
30/09/2009,152218.8,9892.2968,5567.2,6194.7,19220.0,36190.4,126902.7
30/06/2014,16245.8,2528.53574,27.34,128.49,5446.64,12711.1,17395.90751
30/06/2016,191081.394,32228.94187,9348.216,8238.464,282.221,37741.506,571333.3681
30/06/2014,462840.96,165442.9993,15858.82,59999.769,14937.255,147178.675,895106.4721
31/12/2015,54810.962,5499.659986,218.441,1671.569,9274.021,15996.811,80306.14212
31/03/2010,128302.8,5854.8552,8281.8,7277.3,42056.73361,102985.8,159814.6
31/03/2019,55505.8,21278.011,368.67,1417.119,9034.953,4977.7,288031.8047
31/03/2015,210997.747,49824.74343,3854.196,11201.479,24169.662,213097.549,1108840.576
30/06/2011,45165.4,15040.56428,5866.3,11908.8,20365.0,110953.2,240647.5
30/06/2011,95384.8,21192.82603,5380.6,4567.0,39791.4,86570.7,240767.2
31/12/2015,434009.944,30382.18927,319.6,34603.204,24645.081,437922.839,1187637.841
31/03/2009,206873.6,129328.0888,3722.9,5738.8,623588.7,186481.9,539079.6
30/06/2020,18110.7,1456.194,563.63,509.3,1206.038,5543.58,20273.55379
31/12/2013,146161.339,23429.06484,823.311,8357.041,29502.64,74004.756,317224.4519
31/03/2018,104661.5085,19854.28817,2654.13,3546.55,18221.56864,98976.528,352709.2838
30/06/2018,152261.2669,6059.998421,3048.93,4094.19,106.5828868,10443.09,59381.89407
31/12/2014,148698.748,21869.92427,860.237,9043.422,31022.732,77435.126,353281.4673
31/12/2015,25304.781,2875.041955,194.374,1924.778,4841.997,12634.786,26801.22434
30/06/2009,29691.0,6123.93486,2793.7,10364.0,5497.2,23071.8,62569.4
30/09/2020,179953.874,30410.896,6717.997,6562.82,15931.245,66706.587,736626.9412
31/12/2011,35554.1,5666.5,2933.9,4158.1,6519.9,19122.9,63122.2
30/09/2012,175262.4,11207.32887,4476.3,3738.3,35041.4,51462.5,104049.2
31/03/2020,6341.19,792.6,536.3,616.902,543.59,6665.5,11030.64618
31/03/2014,31245.841,5055.992218,144.275,3479.262,6228.304,26620.169,86186.64971
30/09/2011,33834.2,6538.91343,2900.6,1868.0,3038.3,26699.7,99577.2
31/12/2018,49722.27238,13952.06963,3234.86,1228.91,10923.98324,5770.737,127289.0173
30/09/2012,161988.4,26831.05924,5736.5,6530.6,16974.9,83860.5,362297.7
30/09/2019,179224.624,29795.158,11141.003,9182.949,43558.702,169907.768,1065013.037
31/12/2018,168690.2079,19922.31356,6126.11,9060.59,26990.43327,55492.146,247974.6057
30/06/2009,362222.0,33750.6176,7058.8,8464.6,6587.7,99524.9,253084.6
31/12/2012,627262.2,106276.3577,18694.0,21290.7,84893.3,244514.7,864958.5
30/06/2015,167463.3,6513.210141,2368.517,5391.6,696.761,12341.38,98928.39177
31/03/2019,428536.049,26110.491,9217.96,10234.713,34290.448,71135.787,508840.3663
31/12/2010,296195.6,25644.56818,6884.6,6315.9,31762.72809,81050.9,260260.9
30/09/2017,229682.622,32136.695,5949.967,8450.397,16808.271,146721.319,555034.3704
30/06/2012,6182.7,2364.90534,33.5,54.8,3722.6,20203.1,24709.4
30/09/2010,120302.5,9283.98735,3799.1,3619.0,20074.56028,40713.2,130543.377
30/06/2013,88263.255,10759.43036,819.685,3709.66,10193.42,21120.678,111283.5905
30/06/2015,85385.074,10721.15569,968.743,3897.819,8597.966,19637.167,123045.6377
31/03/2010,5859.2,1548.3,717.5,1730.8,290.6,8266.7,25116.7
31/03/2010,553675.6,125261.3518,89836.9,83028.4,18941.0,466428.8,1128915.4
30/09/2015,1830.521,672.5523585,431.644,3137.806,240.981,2783.364,14391.12278
31/12/2016,353199.678,71692.823,13648.628,17665.966,-5945.379,200359.681,822955.2497
30/09/2020,120507.6,38404.997,6094.684,7132.432,4064.272,6305.97,185041.5662
31/12/2011,192115.3,12461.28247,5756.0,5530.5,26798.5,48648.0,112808.2
30/06/2015,130981.707,27515.20074,3825.612,8282.885,2449.07,36896.896,401885.9794
31/03/2020,353185.883,84428.364,22708.04,24029.651,46438.51,251412.712,4175891.774
31/03/2012,216159.7,32203.75706,8485.4,6058.8,114454.3,166337.1,274058.9
30/09/2019,45999.081,2797.852,791.829,1500.986,6106.245,13958.811,50999.08542
30/09/2020,245162.32,31431.961,6618.924,7877.153,12908.819,154675.051,537785.4751
31/12/2015,113270.3,10426.09161,461.7,8440.2,23758.9,49064.946,175748.2844
31/12/2011,865542.8,60510.36736,47724.0,41538.3,303615.8,311663.3,629135.8
31/03/2009,30396.0,3100.22612,827.1,970.3,5804.0,4312.7,41527.4
31/03/2020,342578.933,119793.341,53805.165,43258.303,4058.294,258937.76,858634.7413
30/06/2016,2220.95,663.2627592,264.494,87.074,1367.775,4195.767,9572.2945
31/12/2013,20149.623,2174.074882,88.721,1571.6,4338.982,9799.014,33168.33942
30/06/2014,44439.99,3199.901584,1849.0,2162.342,5695.681,11511.392,52736.77793
30/09/2019,127080.058,43673.558,12054.091,12165.618,9976.558,77354.069,480941.2453
31/12/2019,72976.51,6937.552,1755.278,2050.774,11614.174,22328.41,117075.9476
31/03/2018,6165.0275,849.5407895,443.64,938.72,1138.064076,5195.252,10480.54675
31/03/2019,104209.15,9768.127,2806.178,5241.571,20436.814,33848.555,73096.35935
30/09/2012,37375.3,7604.02814,3257.5,1828.4,4131.7,24457.4,118270.9
30/06/2019,11301.214,3895.169,2242.669,1711.953,1578.414,16965.952,57124.37615
30/09/2012,22519.5,3895.43024,1172.4,975.2,8949.7,24254.0,40402.2
30/09/2009,4363.6,714.0,191.5,212.4,442.9,2500.6,7518.3
30/09/2018,4482.560546,-113.8570379,141.09,104.98,630.2480128,545.747,6006.631132
31/12/2009,22598.9,3345.80347,1620.4,1573.9,20459.8,28948.1,108281.2
31/03/2012,385414.6,12875.3,7335.9,8194.6,14094.5,41183.0,167105.7
30/06/2012,77392.3,21774.2,19500.1,55572.2,7357.8,122252.3,223474.4
31/03/2016,5996.366,2909.03173,820.525,2335.473,714.544,8944.554,37177.4692
30/09/2010,148029.4,27267.11032,5293.4,5530.8,12307.8,80830.8,330742.7
31/12/2012,86322.7,15145.5,9412.7,16037.1,8186.9,71930.8,195980.7
31/12/2009,45643.0,5101.78571,2188.7,1596.2,2761.3,21350.4,63753.6
31/03/2010,224230.4,23202.07865,8902.3,5375.4,96456.86536,147863.0,336452.0
31/12/2016,60858.533,7167.288587,1266.333,2229.03,15842.925,26593.806,110153.9447
30/09/2017,47744.817,9502.647,3740.094,3381.289,4835.688,22212.445,125342.2568
30/06/2014,803220.717,78250.49456,10749.168,30580.89,71675.836,217869.818,510651.6594
30/09/2016,147850.714,36786.56836,4868.566,7249.087,16688.178,95095.611,425810.0563
30/09/2019,175748.409,28174.68,6573.002,7223.167,15434.261,78529.454,656694.5555
31/03/2013,5285.924,2593.488722,696.981,1598.474,335.489,7545.545,25291.54541
30/09/2014,67472.5,2478.291276,0.986,863.19,5374.373,7485.99,34774.4597
30/06/2017,314772.23,116386.272,40404.422,84864.569,23030.352,282132.915,1104907.368
30/09/2010,364338.8,7895.2,22494.8,17014.1,76922.1,169347.7,220302.4
30/06/2016,416670.544,32311.84338,20944.343,19338.928,46445.883,212069.059,512504.7691
30/06/2012,427379.1,27461.64999,6436.2,5497.3,64270.6,108892.1,331533.3
31/12/2015,321995.232,33072.07888,1946.411,5722.247,35755.169,59439.605,312526.3936
31/03/2013,128648.6,49058.79658,13353.1,31399.5,9723.4,110070.9,338421.2717
30/06/2016,129190.029,49901.35391,77105.828,61457.33,3013.926,283687.568,745426.4673
30/06/2017,48180.56,15038.458,5960.346,11350.241,2042.355,49863.454,217760.0237
31/12/2020,386417.611,21101.269,14597.387,10697.17,168339.001,112721.587,777382.4242
30/09/2010,6993.0,793.65134,482.4,285.8,1708.290214,4939.9,25950.8
31/12/2013,47560.606,4699.859309,151.226,1376.98,7894.027,13368.242,65371.21093
30/09/2009,176945.7,31075.09068,10777.9,9102.2,19889.9,124879.2,292910.0
30/09/2016,44056.494,3490.643202,718.116,1576.796,6191.571,14245.557,59916.83184
31/03/2014,157154.106,36480.2397,1234.112,17233.273,30708.179,133597.248,505062.3481
30/06/2019,921754.8,42961.8,19522.0,22573.78,18415.12,124157.4,809801.2109
30/06/2012,2779.7,4492.8,530.7,475.0,2370.5,22108.6,36442.0
30/06/2009,32571.4,4703.59227,1257.5,897.5,3305.6,-1116.5,42626.842
30/09/2012,140322.2,18407.66663,6740.2,8770.4,70066.9,123384.4,582436.8
31/03/2018,200642.6159,56320.38229,13742.6,35235.49,12700.67759,248960.898,1183791.434
31/12/2016,439659.595,45936.86553,19460.152,25383.639,31086.43,415970.88,1160701.331
31/12/2019,197534.2,66373.15,28059.58,22101.565,2951.959,143688.6,679235.6421
30/06/2014,92336.427,11605.85304,832.863,3929.804,10730.754,21926.868,125791.2123
31/12/2019,324101.263,27867.466,10491.737,4740.053,41389.243,81327.518,415446.4775
30/09/2015,139602.16,45354.1399,9859.6,6645.31,27584.347,57269.089,332578.0961
30/06/2009,28707.5,5796.25617,4044.2,10700.0,8083.7,67283.2,183955.59
31/03/2012,18953.7,2235.86488,1148.7,977.6,10088.8,18286.8,27319.4
31/12/2012,203414.7,42184.37871,9391.7,8946.5,34738.2,123715.9,657194.5
30/06/2015,133876.29,18259.39781,700.905,3885.763,30529.214,69102.018,217278.8033
30/06/2019,19704.18,1556.285,747.97,925.413,2763.351,8178.2,15181.5538
31/03/2020,56177.52,12696.128,2191.243,2085.154,15627.714,29724.34,288968.8356
31/03/2017,86300.23,7696.376,2765.158,2469.985,18163.974,24741.56,82793.02826
30/06/2016,52414.946,8012.576911,2256.084,1216.253,5955.694,22272.843,47697.60086
30/06/2010,84698.6,4385.26033,2482.6,1257.7,15080.0,19514.8,64638.5
31/12/2016,140108.705,12870.13259,6232.391,9044.225,22027.333,52656.463,249393.4949
31/03/2009,59777.1,3624.5,3154.7,16870.5,6056.9,12387.9,52150.5
31/12/2018,255784.9053,58472.42935,21721.91,11810.69,56656.35653,224580.771,1225209.696
30/09/2012,90632.3,12484.48836,3259.1,4584.3,27803.0,57555.6,134865.1
31/12/2018,172253.0321,60856.99625,26451.59,22279.96,-430.6325803,120843.6,509868.9751
31/12/2018,178407.9961,46314.71577,9491.23,19791.43,3496.796723,50848.02,223009.9951
30/06/2011,91962.9,6113.63626,2728.9,1669.2,12968.4,25335.8,50462.3
31/12/2014,313676.173,30623.33813,725.32,5236.53,35881.795,54475.917,323530.2204
31/03/2012,51200.4,3826.64517,2944.0,5183.2,4771.2,10116.7,41922.3
30/06/2010,112737.6,23367.09795,9198.0,18171.3,29067.18073,111207.6,498868.8
31/12/2012,18791.4,1549.32586,1411.0,1687.7,7269.7,19078.0,95295.3
31/03/2015,146644.036,28304.12031,5100.969,8211.126,11851.727,29209.05,191698.9885
30/06/2016,159233.14,21641.0811,3260.144,2788.933,9947.744,16826.5,272288.6694
31/03/2015,33261.94,5654.189761,160.664,4509.059,8298.39,28256.574,78267.75061
31/03/2020,208115.5,37406.58,7849.61,12239.851,16585.377,35456.52,323980.0148
30/06/2018,166262.9393,15878.1107,1798.14,11139.72,29511.67172,41157.791,192865.0095
30/06/2019,2022.895,396.104,173.706,67.739,87.354,3995.415,10855.62231
30/06/2009,82570.2,10795.56877,5134.2,15858.6,18498.9,34707.1,136356.3
30/06/2017,18569.05,2874.64,46.473,82.92,718.9,16156.7,22829.29567
39903,31495.7,3999.96851,2124.6,2210.5,7993.2,19553.7,100491.9
31/03/2018,51993.66143,12670.85529,2016.06,2283.49,12951.62106,30834.599,100867.7032
31/03/2014,139466.33,34160.31346,2066.63,16144.172,20455.731,160997.238,881437.027
31/03/2014,147869.2,56438.91152,14999.8,34761.4,10585.572,117110.7,418833.8035
31/12/2011,21352.3,4441.65502,818.8,1075.7,3148.4,9650.0,24296.0
30/06/2013,18486.397,1691.955446,787.982,785.157,1284.725,3690.116,47535.12028
30/09/2011,146435.0,13373.47998,5208.7,5198.9,56150.5,44104.2,195936.6
30/09/2010,36065.5,178.80002,419.4,200.7,4666.986775,7503.0,15862.3
31/03/2012,257163.0,37786.74682,51916.2,34499.1,-129.6,127845.4,455473.6
